,anhui,beijing,chongqing,fujian,gansu,guangdong,guangxi,guizhou,hainan,hebei,heilongjiang,henan,hubei,hunan,jiangsu,jiangxi,jilin,liaoning,shaanxi,shandong,shanghai,shanxi,sichuan,taiwan,tianjin,xinjiang,yunnan,zhejiang,south korea,france,australia,malaysia,brazil,germany,uk,italy,belgium,spain,sweden,finland,iran,austria,switzerland,norway,netherlands,denmark,ireland,portugal,washington,california,massachusetts,texas,florida,new york
12,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
13,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
14,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
15,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
16,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
17,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
18,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
19,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
20,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
21,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
22,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
23,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
24,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
25,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
26,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
27,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
28,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
29,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
30,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
31,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
32,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
33,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
34,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
35,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
36,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
37,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
38,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
39,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
40,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
41,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
42,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
43,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
44,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
45,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
46,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
47,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
48,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
49,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
50,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
51,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
52,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
53,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
54,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
55,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
56,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
57,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
58,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
59,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
60,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
61,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
62,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
63,51.9,57.4,71,48.8,61.7,45.6,52,68.2,48,55.8,66.3,63.4,66.5,69.9,61.1,53.7,61.8,72.1,65.7,60.6,57.4,56,71.8,71.01356507,43.7,71.9,60.3,57.9,103,69,38,18,24,82,30,36,66,32,28,62,17,77,52,33,47,35,49,33,17,18,23,23,26,27
